#Name (cmd = mergePeaks 03_motif/cluster_2_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_2_homer_VS_bgPeaks/0.112137839970277.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos
BG1724.01_r2	14	25421651	25422800	+	5.19	0.000	1724.01_r2
BG1724.01_r4	8	124318951	124320400	+	3.36	0.000	7568.95
BG3085.53	2	30981951	30982600	+	11.8	0.000	637.022_r20
BG3085.54	18	32162151	32163600	+	8.69	0.000	3085.54
BG913.295_r1	12	87265701	87266700	+	2.55	0.000	913.295_r1,669.69_r4
BG913.295_r2	14	8172501	8173500	+	2.16	0.000	913.295_r2,857.529_r6
BG913.295_r3	14	121895401	121896200	+	2.55	0.000	1026.51_r2,2199.08_r3,913.295_r3
BG913.295_r5	7	44997251	44998200	+	2.55	0.000	735.025_r17
BG887.219_r1	18	82502701	82504250	+	1.70	0.000	887.219_r1
BG883.833_r1	12	78980451	78981350	+	1.77	0.000	883.833_r1,637.022_r8,665.841_r2
BG883.833_r2	12	112619101	112620000	+	2.16	0.000	883.833_r2
BG883.833_r3	15	88750701	88752100	+	1.18	0.000	883.833_r3
BG883.833_r4	15	100706201	100706650	+	3.73	0.000	1781.43_r6,883.833_r4,1135.21
BG883.833_r5	4	45012201	45013300	+	2.55	0.000	953.29_r4,1516.64_r1,1110.7_r2,883.833_r5,2079.76_r3
BG883.833_r6	4	132945751	132946900	+	2.36	0.000	1229.96_r4
BG883.833_r7	7	27166351	27167250	+	1.96	0.000	3614
BG883.833_r8	9	32509501	32510850	+	1.37	0.000	645.188_r4,883.833_r8
BG883.833_r9	9	123835501	123836650	+	1.77	0.000	883.833_r9,1012.7_r16
BG1739.27	1	161734151	161735100	+	4.88	0.000	2957.68
BG3724.81_r1	X	136741251	136742300	+	11.3	0.000	3724.81_r1,823.053_r8,906.531_r13
BG808.528_r1	11	79130001	79130750	+	2.12	0.000	638.098_r4,808.528_r1
BG808.528_r2	13	95988051	95988850	+	1.80	0.000	4892.54_r1
BG808.528_r3	15	27640901	27641600	+	2.45	0.000	1858.14_r5,808.528_r3
BG808.528_r4	16	94240651	94241550	+	1.96	0.000	1994.52_r5,808.528_r4,739.823_r8
BG808.528_r5	17	5975451	5976400	+	1.80	0.000	2403.65_r5,808.528_r5
BG808.528_r6	17	56672801	56673300	+	2.94	0.000	808.528_r6,647.346_r10
BG808.528_r7	3	145575401	145576650	+	2.29	0.000	808.528_r7
BG808.528_r8	5	105556201	105556700	+	3.27	0.000	1875.19_r14,693.584_r5
BG816.694	1	153319601	153320850	+	1.47	0.000	816.694
BG816.695	10	17721401	17723200	+	1.14	0.000	816.695,1293.08,2258.75,1109.7_r3
BG816.696	4	151996301	151997050	+	2.12	0.000	2395.13_r2,816.696,1067.97_r7
BG2003.04_r1	1	131637851	131639350	+	4.43	0.000	2003.04_r1
BG2003.04_r2	1	161803951	161805150	+	4.77	0.000	2003.04_r2,784.027_r1
BG2003.04_r3	1	175692401	175693550	+	3.41	0.000	677.605,922.865_r1,2003.04_r3,656.593
BG2003.04_r4	10	19591501	19592750	+	4.26	0.000	906.284,1053.54_r2,2003.04_r4,1512.34_r1
BG2003.04_r5	13	24613201	24615300	+	2.39	0.000	2003.04_r5,675.09_r2
BG2003.04_r6	13	33071551	33072500	+	4.60	0.000	1011.5_r6,2003.04_r6,1094.37_r3,934.027_r2
BG2003.04_r7	13	58128151	58129700	+	3.75	0.000	2003.04_r7
BG2003.04_r8	15	100060401	100061250	+	5.28	0.000	2003.04_r8
BG2003.04_r9	17	23802601	23803700	+	7.16	0.000	883.832_r2,823.053_r2,2003.04_r9
BG1110.71	1	85997751	85998850	+	2.61	0.000	1110.71,1568.34
BG1617.05_r1	8	70673151	70673950	+	4.74	0.000	1617.05_r1,952.522_r4,1909.28_r10
BG869.292	1	91459251	91459700	+	3.70	0.000	869.292
BG869.293	11	72795551	72796200	+	2.40	0.000	1431.96_r7,869.293
BG610.355_r10	19	6046101	6046750	+	2.77	0.000	1129.34_r1,610.355_r10
BG610.355_r11	19	34550551	34551150	+	2.40	0.000	610.355_r11
BG610.355_r12	2	113848551	113849200	+	1.85	0.000	991.857_r9,610.355_r12
BG610.355_r13	3	95928801	95929350	+	2.22	0.000	834.731_r4,610.355_r13
BG610.355_r14	3	115972101	115972700	+	2.03	0.000	2616.74_r6
BG610.355_r15	3	135437751	135438800	+	1.85	0.000	2812.78_r2,610.355_r15,667.785_r5,759.526_r13
BG610.355_r16	4	122955251	122955650	+	2.22	0.000	610.355_r16
BG610.355_r17	6	34869401	34869950	+	2.03	0.000	610.355_r17
BG610.355_r18	6	87887651	87888250	+	1.85	0.000	610.355_r18
BG610.355_r19	6	122810501	122811450	+	1.11	0.000	1265.88_r10,2531.51_r3,610.355_r19
BG610.355_r20	7	39552201	39552800	+	1.48	0.000	610.355_r20
BG610.355_r21	7	44548501	44549100	+	1.85	0.000	610.355_r21
BG610.355_r22	8	84237001	84237650	+	2.03	0.000	1118.87_r13,1070.42_r7,610.355_r22,1900.76_r11
BG610.355_r23	8	120050901	120051700	+	1.11	0.000	610.355_r23
BG610.355_r24	9	63602151	63602700	+	1.85	0.000	610.355_r24
BG610.355_r25	9	66795051	66795850	+	1.48	0.000	1466.06_r27,610.355_r25
BG3068.49_r1	1	86358851	86360050	+	7.16	0.000	1424.16,3068.49_r1,1011.5_r1
BG3068.49_r2	1	191026001	191027000	+	8.52	0.000	1190.02
BG3068.49_r3	7	128119701	128120350	+	9.03	0.000	1342.59_r4
BG1610.96_r10	2	79227501	79228400	+	5.28	0.000	1610.96_r10
BG1610.96_r11	3	60785201	60786100	+	4.09	0.000	1610.96_r11
BG1610.96_r12	4	40780951	40782650	+	2.39	0.000	1610.96_r12,726.858_r19
BG1610.96_r14	4	124752101	124753250	+	4.26	0.000	1610.96_r14,628.855_r17
BG1610.96_r15	5	30949601	30950500	+	4.09	0.000	1135.21_r6,1610.96_r15
BG1610.96_r16	5	36581401	36582450	+	4.77	0.000	859.195_r1,1610.96_r16,1748.02_r2,857.53_r4
BG1610.96_r17	6	8735701	8736600	+	3.58	0.000	1610.96_r17,684.338_r3
BG1610.96_r18	6	124965001	124966450	+	2.39	0.000	1610.96_r18
BG1610.96_r19	6	145210701	145211850	+	3.24	0.000	1610.96_r19,648.144_r16
BG1610.96_r20	7	89979701	89981300	+	4.09	0.000	1610.96_r20
BG1610.96_r21	7	127026851	127028050	+	3.41	0.000	1610.96_r21,669.689_r15,702.833_r13
BG1610.96_r22	7	127572851	127573850	+	3.75	0.000	1610.96_r22
BG1610.96_r24	8	84105701	84106950	+	3.24	0.000	1610.96_r24
BG1610.96_r25	8	126867151	126868000	+	4.77	0.000	1610.96_r25,998.762_r10,718.691_r18
BG1473.05_r1	15	27627101	27628400	+	3.93	0.000	1473.05_r1
BG1473.05_r2	7	28780951	28782450	+	3.34	0.000	1473.05_r2
BG1029.03	10	60388901	60390100	+	1.31	0.000	1029.03,2693.45_r1,1330.83
BG1029.04	1	53837801	53838950	+	2.12	0.000	1054.25,1029.04,1892.24
BG767.692_r1	11	88047301	88047950	+	2.45	0.000	767.692_r1
BG767.692_r2	3	58416201	58416900	+	2.29	0.000	767.692_r2
BG767.692_r3	3	89458551	89459100	+	2.29	0.000	767.692_r3
BG767.692_r4	3	137955551	137956000	+	2.61	0.000	767.692_r4
BG1151.5_r1	9	44985151	44986950	+	2.08	0.000	1690.56_r5,1151.5_r1
BG1972.65	12	113166901	113168700	+	3.40	0.000	1972.65
BG1128.23	1	52019201	52020250	+	2.03	0.000	1128.23
BG1128.99	19	53443001	53443950	+	1.83	0.000	1128.99
BG2543.14	10	17987651	17988300	+	8.88	0.000	1519.6_r1
BG2602.4	4	32249951	32250900	+	3.93	0.000	10236.8
BG5054.49	8	11555001	11556450	+	7.67	0.000	1044.03_r2,712.08_r15
BG1227.01	10	76542801	76543550	+	2.64	0.000	1045.37_r1
BG1423.44_r1	10	17565101	17565850	+	5.11	0.000	1423.44_r1
BG1423.44_r2	10	128821551	128822500	+	4.60	0.000	1423.44_r2
BG1423.44_r3	11	4319251	4320100	+	3.24	0.000	1423.44_r3
BG1423.44_r4	11	54801951	54802550	+	3.07	0.000	1004.53_r1,1423.44_r4
BG1423.44_r5	11	73018651	73019850	+	2.05	0.000	1423.44_r5
BG1423.44_r6	11	75178851	75179400	+	4.60	0.000	702.357_r2,1423.44_r6
BG1423.44_r7	12	98258651	98260350	+	1.53	0.000	804.558_r2,1423.44_r7
BG1423.44_r8	14	20546001	20546850	+	3.41	0.000	834.731_r1,656.593_r5,1423.44_r8
BG1423.44_r9	14	25161451	25162400	+	3.75	0.000	1423.44_r9,832.302_r7
BG1227.55	10	75325551	75326850	+	2.55	0.000	1227.55,1706.89_r1
BG1038.24_r1	15	79932351	79933950	+	1.32	0.000	1038.24_r1,1001.68_r4
BG1038.24_r2	16	55934001	55935100	+	1.70	0.000	1038.24_r2,869.292_r1
BG1038.24_r3	9	69034101	69034800	+	3.21	0.000	1551.62_r1
BG2642.31	13	81711001	81711700	+	6.14	0.000	1862.06_r1
BG1396.42	18	67774551	67775950	+	3.14	0.000	931.033_r2,1396.42
BG3000.3_r1	11	97187751	97189000	+	7.33	0.000	3000.3_r1,939.199_r1,1294.69_r1
BG3000.3_r2	7	3692851	3694700	+	3.92	0.000	2319.02_r2,3000.3_r2,824.862_r5,1129.34_r3,2228.72
BG1135.21_r1	17	86507351	86508350	+	2.61	0.000	1135.21_r1,869.292_r2
BG1135.21_r2	2	132577251	132578250	+	1.96	0.000	1135.21_r2
BG1135.21_r3	3	88521501	88522350	+	2.29	0.000	1135.21_r3,1951.9_r5,739.823_r17
BG1135.21_r4	3	90265151	90266500	+	1.80	0.000	1135.21_r4,989.514_r9
BG1135.21_r5	3	105763151	105764550	+	1.80	0.000	1135.21_r5
BG1135.21_r6	5	30949401	30950500	+	2.12	0.000	1135.21_r6,1610.96_r15
BG1135.21_r7	6	142344951	142346100	+	2.12	0.000	1135.21_r7
BG1135.21_r8	7	127512001	127512600	+	3.59	0.000	1135.21_r8,869.294_r3,2020.09_r13
BG1135.21_r9	8	84846801	84847600	+	3.43	0.000	2949.16,1135.21_r9
BG2254.08_r1	5	109557701	109559400	+	2.94	0.000	1045_r7
BG1559.81	2	35109851	35110500	+	4.43	0.000	1559.81
BG1559.82	1	134082601	134083650	+	3.07	0.000	1559.82
BG1040.96_r1	10	12963951	12965050	+	1.77	0.000	1878.4_r1,1542.77_r3,1040.96_r1,619.603
BG1040.96_r2	11	55030751	55031800	+	1.96	0.000	1040.96_r2
BG1040.96_r3	12	111159801	111160400	+	3.34	0.000	1306.71_r3,1104.31_r2
BG1040.96_r4	3	107853051	107854000	+	1.77	0.000	868.561,3980.51,1081.99_r4,1040.96_r4
BG1040.96_r5	7	128119751	128120350	+	3.14	0.000	1342.59_r4
BG1040.96_r6	8	70698451	70699150	+	2.55	0.000	1040.96_r6,816.695_r9
BG1040.96_r7	9	56104051	56104850	+	2.95	0.000	5148.25
BG800.361_r10	19	5845301	5845900	+	2.29	0.000	3477.62_r2
BG800.361_r11	4	75277501	75279550	+	0.980	0.000	800.361_r11,887.789_r5
BG800.361_r12	4	152446351	152447250	+	1.80	0.000	800.361_r12
BG800.361_r13	6	35133651	35134700	+	1.63	0.000	1158.8_r5,800.361_r13
BG800.361_r14	6	41130151	41130600	+	2.78	0.000	800.361_r14
BG800.361_r15	8	72351101	72352150	+	1.47	0.000	3588.43_r2,707.067_r2,1274.2_r3,1281.56_r6
BG800.361_r16	9	107550851	107551500	+	1.80	0.000	1730.29_r21,800.361_r16,872.413_r1
BG800.361_r17	X	101128451	101128850	+	3.27	0.000	800.361_r17
BG2974.73	10	96370401	96371550	+	7.16	0.000	1021.32
BG795.309	11	86757251	86758050	+	2.59	0.000	795.309,3145.2_r3
BG795.311	1	43539601	43540200	+	1.66	0.000	795.311
BG710.524_r10	3	108727251	108727800	+	1.80	0.000	710.524_r10
BG710.524_r11	4	103114351	103115150	+	2.29	0.000	710.524_r11,665.841_r16
BG710.524_r13	5	112273851	112274650	+	1.47	0.000	1453.41_r1,710.524_r13
BG710.524_r14	5	140830301	140831000	+	1.96	0.000	710.524_r14
BG710.524_r15	7	27166501	27167250	+	1.47	0.000	3614
BG710.524_r16	7	28766201	28766850	+	2.29	0.000	897.036_r12,710.524_r16,1687.67_r17
BG710.524_r17	8	34149151	34150000	+	1.31	0.000	710.524_r17,961.77_r5
BG795.448	3	65929201	65930200	+	1.18	0.000	795.448
BG795.449	1	138135751	138136700	+	1.57	0.000	2275.8,795.449,980.034
BG1632.47_r1	11	71018601	71020000	+	3.36	0.000	1632.47_r1
BG1632.47_r3	13	41487001	41487650	+	4.88	0.000	3170.77
BG953.29	10	118406551	118408000	+	1.51	0.000	953.29,739.823_r1
BG2488.89_r1	14	31398201	31400550	+	2.56	0.000	924.974_r1,988.2_r4
BG2488.89_r2	4	40833451	40834650	+	4.09	0.000	1129.34_r2,2488.89_r2
BG2488.89_r3	4	133910401	133911300	+	8.35	0.000	1290.38_r4,2488.89_r3
BG2488.89_r4	5	23418201	23419200	+	6.31	0.000	2488.89_r4
BG2488.89_r5	9	61700801	61703100	+	5.11	0.000	2488.89_r5,887.788_r11
BG815.091_r1	12	99640401	99641200	+	2.75	0.000	4935.16,1306.71_r2,815.091_r1
BG989.514	1	13374001	13374750	+	2.77	0.000	989.514
BG989.515	19	8941601	8942750	+	2.40	0.000	785.63_r2,989.515
BG963.7	1	74802851	74803950	+	1.96	0.000	1281.56,963.7
BG1405.67_r1	7	16405101	16406300	+	2.96	0.000	2386.6_r13,1405.67_r1
BG2863.92_r2	9	64792251	64793750	+	5.63	0.000	2863.92_r2
BG2863.92_r3	9	66592801	66593850	+	6.31	0.000	1306.11_r9
BG1176.04_r10	5	33629251	33630000	+	3.43	0.000	1217.57_r9
BG1176.04_r11	8	11555351	11556100	+	2.29	0.000	1044.03_r2,712.08_r15
BG1176.04_r12	8	69774251	69775250	+	2.61	0.000	1176.04_r12,887.788_r10
BG1176.04_r13	9	66126101	66127250	+	1.80	0.000	1909.28_r12,1176.04_r13
BG1176.04_r14	X	10717351	10718200	+	2.12	0.000	1176.04_r14,819.54_r1
BG1189.25_r1	16	92818251	92819350	+	1.51	0.000	961.771_r3
BG1189.25_r2	17	21008101	21010300	+	1.70	0.000	1189.25_r2
BG3204.87_r1	7	44929251	44930300	+	11.6	0.000	1396.42_r3,1657.89_r4
BG3204.87_r2	9	32925851	32926900	+	8.69	0.000	1804.9_r5
BG661.523_r1	1	88654751	88655550	+	1.80	0.000	1472.41,1054.25_r2
BG661.523_r2	1	133130801	133131600	+	1.63	0.000	1443.59_r1,661.523_r2,675.089_r1
BG661.523_r3	10	112001801	112002900	+	1.31	0.000	661.523_r3,1414.91_r4
BG661.523_r4	11	86573351	86574050	+	1.96	0.000	661.523_r4
BG661.523_r6	14	67008251	67008850	+	2.12	0.000	661.523_r6
BG661.523_r7	16	64851551	64852300	+	1.96	0.000	661.523_r7
BG661.523_r8	17	35836851	35837700	+	1.31	0.000	2514.46_r3,1109.7_r5,661.523_r8
BG661.523_r9	19	6363301	6364300	+	1.96	0.000	1636.86_r1,2693.45_r4,661.523_r9
BG3042.92_r1	4	126753101	126754050	+	9.38	0.000	1581.37_r3,775.809_r8,1094.37_r11
BG657.964	1	127868501	127869400	+	1.37	0.000	657.964,749.072
BG657.965	13	23739501	23740250	+	1.57	0.000	1306.71_r4,1266.31_r1
BG645.189_r1	1	135268001	135268650	+	1.96	0.000	1730.29,645.189_r1
BG645.189_r2	15	31546051	31546450	+	1.80	0.000	645.189_r2
BG645.189_r3	16	17807301	17807900	+	2.12	0.000	645.189_r3
BG645.189_r4	17	44608851	44610050	+	1.47	0.000	2420.7_r4,645.189_r4
BG645.189_r5	19	42170101	42171250	+	1.80	0.000	1602.43_r5,645.189_r5
BG645.189_r6	19	46620001	46621000	+	1.63	0.000	645.189_r6
BG645.189_r7	2	3723201	3724650	+	1.14	0.000	645.189_r7
BG645.189_r8	2	102873751	102874500	+	1.80	0.000	645.189_r8
BG645.189_r9	2	103682401	103683350	+	1.14	0.000	897.036_r7,1559.82_r11,645.189_r9
BG2695.09	17	56078651	56080000	+	6.53	0.000	896.659_r4
BG3290.1_r2	5	123127901	123129600	+	5.11	0.000	3290.1_r2,1512.34_r8
BG619.602_r2	11	46466701	46467650	+	1.66	0.000	619.602_r2
BG619.602_r3	11	78864651	78865100	+	2.40	0.000	3682.18
BG619.602_r4	11	103114751	103115600	+	1.66	0.000	619.602_r4,1628_r3
BG619.602_r5	13	59769151	59769850	+	1.29	0.000	2676.4,619.602_r5,751.359_r2
BG619.602_r6	16	96273001	96273450	+	2.03	0.000	619.602_r6
BG619.602_r7	17	31830451	31831400	+	1.66	0.000	1875.19_r10,619.602_r7,1061.7_r5
BG619.602_r8	2	165654501	165655200	+	1.29	0.000	1813.07,1812.19
BG619.602_r9	4	83314751	83315750	+	1.29	0.000	1449.01_r13,619.602_r9,805.27_r3
BG1447.6	18	36558601	36560650	+	1.93	0.000	1447.6
BG1050.78_r1	15	102230751	102231400	+	2.95	0.000	1050.78_r1
BG1050.78_r2	18	4919951	4921100	+	2.36	0.000	1050.78_r2,702.357_r10
BG1050.78_r4	3	9886951	9887850	+	2.16	0.000	1220.54_r2,730.576_r8,2224.66_r5,1004.53_r5,1050.78_r4
BG1050.78_r5	5	113538451	113539750	+	1.96	0.000	1303.94_r9,1050.78_r5,3119.63_r2,905.46_r1
BG1050.78_r6	8	72330901	72331350	+	3.93	0.000	5821.61_r1
BG1050.78_r7	9	31279901	31281050	+	1.96	0.000	973.842_r3
BG1050.78_r8	9	96582751	96583650	+	2.95	0.000	1050.78_r8,686.023_r21
BG1050.78_r9	9	100545701	100546850	+	1.96	0.000	1646.11_r6,1050.78_r9,1431.96_r27
BG1988.28_r1	4	47474151	47474700	+	5.73	0.000	1423.44_r21,1988.28_r1
BG7023.44	9	117926401	117927700	+	20.6	0.000	859.195_r2
BG1406.34_r1	12	91765051	91766950	+	1.32	0.000	1406.34_r1,710.525_r3,931.033_r1
BG844.551	11	93885401	93886450	+	1.57	0.000	2182.04,844.551
BG844.552	19	5088001	5088550	+	3.34	0.000	739.823_r13,844.552,653.356_r8
BG1730.29_r1	10	80320051	80320950	+	4.26	0.000	1730.29_r1,669.689_r3
BG1730.29_r2	11	17211051	17212750	+	3.41	0.000	1730.29_r2,694.191_r1
BG1730.29_r4	14	79301151	79301950	+	5.46	0.000	1730.29_r4
BG1730.29_r5	16	91825651	91826700	+	4.26	0.000	1730.29_r5,684.337_r9
BG1730.29_r6	18	56924951	56926000	+	4.43	0.000	721.329_r3
BG1730.29_r7	18	65414451	65415850	+	2.90	0.000	898.363,1730.29_r7,824.861_r7,675.089_r10
BG1730.29_r8	18	81400151	81401150	+	3.58	0.000	961.771_r4,1730.29_r8,1086.2_r11
BG1730.29_r9	2	34938301	34939500	+	3.41	0.000	1730.29_r9
BG3895.28	11	32553051	32555350	+	6.14	0.000	3895.28,1641.56
BG897.035	11	61647101	61648150	+	2.22	0.000	2369.56_r1
BG897.037	11	106687101	106688250	+	1.85	0.000	897.037
BG1202.21_r1	10	117897601	117899450	+	2.40	0.000	1202.21_r1,991.858
BG1202.21_r3	12	86818651	86819600	+	2.59	0.000	1202.21_r3
BG1202.21_r4	12	101975701	101976300	+	2.96	0.000	2113.85_r3,1202.21_r4
BG1202.21_r5	15	76511651	76512600	+	2.77	0.000	1202.21_r5,784.026_r3,1031.14_r6
BG1202.21_r7	5	140704351	140705200	+	2.77	0.000	1202.21_r7
BG1202.21_r8	6	90988551	90989450	+	2.59	0.000	1202.21_r8
BG1202.21_r9	7	43465301	43466800	+	3.51	0.000	1202.21_r9,1571.26_r3,1298.54_r7,1653.58_r11
BG1976.4	15	27627601	27628700	+	6.04	0.000	1473.05_r1
BG2319.41_r1	19	53943501	53945750	+	2.78	0.000	2319.41_r1
BG1821.23	13	111724651	111726150	+	4.57	0.000	2659.36,1123.18_r2
BG1821.82	11	109611351	109612250	+	4.25	0.000	1821.82
BG1507.39_r1	11	95258201	95259850	+	2.22	0.000	1507.39_r1,2113.85_r2
BG1507.39_r2	14	21500401	21501300	+	3.33	0.000	1052.71_r4,2327.58_r1,962.396_r3
BG947.365_r1	14	75445451	75445900	+	2.94	0.000	947.365_r1,1483.1_r11
BG947.365_r2	19	6909501	6910750	+	1.63	0.000	786.063_r8,947.365_r2,1237.37_r1
BG947.365_r4	2	128060801	128061800	+	1.80	0.000	1602.43_r6,947.365_r4
BG947.365_r5	3	69004601	69005300	+	2.78	0.000	947.365_r5
BG947.365_r8	7	126501901	126503050	+	1.80	0.000	947.365_r8,1129.34_r6
BG947.365_r9	8	94458351	94459000	+	2.94	0.000	947.365_r9,1463.23_r3,712.081_r11
BG4023.13_r1	4	63409401	63410850	+	5.63	0.000	4023.13_r1,1031.03_r1
BG1640_r1	13	14062751	14064050	+	2.75	0.000	1640_r1,1063.5_r3
BG1824.05_r1	10	62601501	62603000	+	3.41	0.000	1824.05_r1
BG1824.05_r2	10	80700201	80701200	+	3.92	0.000	1031.14_r2,1824.05_r2,873.862
BG1824.05_r3	10	80763201	80764250	+	5.28	0.000	648.144_r2
BG1824.05_r4	11	51837301	51838350	+	3.75	0.000	1824.05_r4,931.033,628.85_r1
BG1824.05_r5	11	95413451	95415000	+	2.22	0.000	1824.05_r5
BG1824.05_r6	19	41328201	41329700	+	4.09	0.000	1824.05_r6,1127.04_r3
BG1824.05_r7	3	28805351	28806250	+	5.28	0.000	1824.05_r7
BG1824.05_r8	4	59330651	59332350	+	1.88	0.000	1824.05_r8
BG1824.05_r9	5	24030001	24031150	+	4.43	0.000	1824.05_r9
BG759.525	11	6444151	6444750	+	1.47	0.000	1772.91_r2
BG759.526	1	143466251	143467150	+	2.12	0.000	759.526
BG759.527	1	173436851	173438150	+	1.96	0.000	759.527,1342.59,1628.01,667.784
BG826.149	1	151682401	151683950	+	1.19	0.000	721.329,826.149,1551.29_r1,669.689
BG964.942	15	50399451	50401100	+	1.19	0.000	964.942,1188.26_r2,656.594_r5,2130.9_r6,677.856_r6
BG645.189_r10	4	88722001	88722800	+	1.63	0.000	645.189_r10
BG645.189_r11	6	108843801	108845150	+	1.47	0.000	645.189_r11
BG645.189_r12	6	120466801	120467500	+	1.63	0.000	645.189_r12
BG645.189_r13	6	126939651	126940200	+	2.12	0.000	1054.25_r18,1168.62_r8,2122.37_r9,645.189_r13
BG645.189_r14	6	137542901	137543850	+	1.31	0.000	645.189_r14,1585.39_r14
BG645.189_r15	7	24369301	24370050	+	1.96	0.000	1109.7_r9,645.189_r15
BG645.189_r16	7	101466251	101467400	+	1.47	0.000	645.189_r16
BG645.189_r17	8	46869251	46870300	+	1.14	0.000	645.189_r17
BG645.189_r18	8	71665151	71665950	+	1.63	0.000	645.189_r18
BG645.189_r19	8	72239401	72239950	+	1.80	0.000	645.189_r19,749.071_r14
BG645.189_r20	8	111299801	111300900	+	1.96	0.000	645.189_r20
BG645.189_r21	9	57765851	57766400	+	1.96	0.000	645.189_r21
BG961.771_r1	12	118376301	118377300	+	2.59	0.000	1086.2_r4,2616.74_r1,756.167_r1,961.771_r1
BG961.771_r3	16	92818501	92819450	+	1.66	0.000	961.771_r3
BG961.771_r4	18	81400001	81400750	+	1.85	0.000	961.771_r4,1730.29_r8,1086.2_r11
BG961.771_r5	4	40970901	40971300	+	2.77	0.000	961.771_r5
BG961.771_r7	6	108672101	108672650	+	3.33	0.000	2838.35_r2
BG961.771_r8	7	13037901	13038900	+	1.48	0.000	873.863_r12,1542.77_r14,961.771_r8
BG961.771_r9	7	25689451	25690000	+	3.33	0.000	961.771_r9
BG1775.58	11	101551901	101553100	+	3.14	0.000	1345.39
BG1617.06_r1	11	62550451	62551800	+	2.61	0.000	2267.27,1617.06_r1,961.771
BG1617.06_r2	5	139482601	139483700	+	5.23	0.000	1617.06_r2
BG1210.72	1	64531351	64532850	+	1.75	0.000	1217.57
BG1542.77	1	125467701	125468350	+	6.31	0.000	914.697,758.32,1542.77
BG4449.31	10	68039251	68040200	+	11.4	0.000	961.772
BG2113.85	11	19978751	19980000	+	3.92	0.000	2113.85
BG2608.21	1	118388251	118390450	+	2.39	0.000	1257.7,2608.21,645.189
BG2608.22	10	119239901	119240950	+	4.94	0.000	665.842_r1,890.197_r1
BG767.693_r1	1	134062801	134064050	+	1.14	0.000	767.693_r1,1576.86,1331.68
BG767.693_r2	1	134414901	134415750	+	1.96	0.000	767.693_r2
BG767.693_r3	11	75678701	75679250	+	2.61	0.000	1227.01_r1
BG767.693_r4	11	85989601	85990600	+	1.80	0.000	767.693_r4
BG767.693_r5	11	96976851	96978050	+	2.29	0.000	767.693_r5,2650.83_r1,1070.42_r2,1067.97_r3,1054.25_r5
BG767.693_r6	12	112868151	112868550	+	3.10	0.000	767.693_r6
BG767.693_r7	14	37134851	37135500	+	2.12	0.000	767.693_r7
BG767.693_r8	15	89131251	89132200	+	1.14	0.000	942.754,767.693_r8
BG767.693_r9	17	44566251	44567500	+	1.63	0.000	767.693_r9
BG1641.56	11	32553601	32555150	+	2.12	0.000	3895.28,1641.56
BG1129.34	13	43176901	43177600	+	3.73	0.000	1442.66_r3,1129.34,1029.03_r4
BG2311.25	7	102248501	102250850	+	2.78	0.000	2311.25
BG1789.95_r1	11	22692601	22693600	+	2.90	0.000	1404.71_r1,1789.95_r1
BG1789.95_r2	11	52045751	52047000	+	2.56	0.000	1789.95_r2,955.533_r2,638.098_r3
BG1789.95_r3	12	40248251	40249300	+	5.11	0.000	1789.95_r3
BG1789.95_r4	14	50924451	50925250	+	2.90	0.000	1789.95_r4
BG1789.95_r5	14	57772201	57772750	+	5.80	0.000	1789.95_r5
BG1789.95_r6	14	73476201	73477050	+	4.26	0.000	610.354_r7,648.144_r5,1789.95_r6
BG1789.95_r7	15	27670001	27671200	+	4.60	0.000	1789.95_r7,1461.88_r1
BG1789.95_r8	17	35185801	35186400	+	3.92	0.000	1789.95_r8
BG1789.95_r9	17	46153101	46154050	+	4.26	0.000	906.532_r1,1789.95_r9
BG1045_r10	X	7789051	7790000	+	2.96	0.000	1045_r10
BG2410.56	17	57060051	57061350	+	4.88	0.000	3690.71
BG805.27_r1	15	12010151	12011300	+	1.57	0.000	922.865_r7,805.27_r1,1091.24_r6
BG805.27_r2	3	94952301	94953200	+	1.18	0.000	3997.56_r3,805.27_r2
BG805.27_r3	4	83315001	83316000	+	2.36	0.000	1449.01_r13,619.602_r9,805.27_r3
BG805.27_r4	6	140614351	140615350	+	1.37	0.000	2058.07_r1,805.27_r4
BG805.27_r5	7	127090401	127091650	+	1.57	0.000	2403.65_r12
BG805.27_r6	9	96740001	96741500	+	0.982	0.000	805.27_r6,971.867_r10
BG832.302_r10	17	80772151	80773050	+	2.03	0.000	832.302_r10
BG832.302_r11	2	155381851	155382200	+	2.77	0.000	3059.97_r3,931.032_r3,832.302_r11
BG832.302_r12	6	95712151	95712650	+	3.14	0.000	3204.87,832.302_r12
BG832.302_r13	6	113306401	113307400	+	2.03	0.000	2262.24
BG832.302_r14	7	45017401	45018050	+	2.59	0.000	1440.49_r12,832.302_r14
BG832.302_r15	7	63929801	63930900	+	2.40	0.000	832.302_r15,686.023_r15
BG832.302_r16	8	88635351	88636500	+	1.48	0.000	628.503_r10,832.302_r16
BG1659.64	11	74559651	74560700	+	3.14	0.000	2173.51_r1,1659.64
BG2505.93_r1	12	118371801	118373850	+	3.58	0.000	924.974,2505.93_r1
