#Name (cmd = mergePeaks 03_motif/cluster_1_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_1_homer_VS_bgPeaks/0.00906655106610188.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos
BG1208.13_r3	8	117073551	117074900	+	2.83	0.000	3793_r2,1208.71_r9,1403.62_r5,1128.23_r14
BG1294.69_r3	14	27340901	27342300	+	2.22	0.000	3358.29_r1,1294.69_r3,661.523_r5
BG1294.69_r4	19	4793801	4794450	+	3.88	0.000	1986_r3,874.013_r1
BG1294.69_r5	4	130899101	130900700	+	1.48	0.000	3844.14_r2,1174.77_r5
BG1294.69_r7	7	79272401	79273100	+	2.96	0.000	1294.69_r7,3017.35,735.025_r18
BG1837.56	11	116412951	116413900	+	4.74	0.000	1837.56,869.293_r3,2684.93_r2
BG1788.56_r1	7	38214351	38215800	+	4.25	0.000	1306.11_r6,1788.56_r1,1378.02_r4,5582.95,2191.73,1495.16_r4
BG1788.56_r2	X	73966101	73968200	+	2.12	0.000	1070.42_r8,749.072_r13
BG2361.03_r2	11	97825001	97826300	+	4.60	0.000	628.85_r2,903.473_r2
BG2361.03_r7	5	115158151	115158850	+	5.63	0.000	749.072_r9,2361.03_r7,1208.71_r5
BG1704.72_r3	11	60935101	60936100	+	4.43	0.000	1704.72_r3,1690.56
BG1704.72_r8	15	3995401	3996150	+	6.31	0.000	1704.72_r8
BG1323.05_r1	4	53011901	53012850	+	3.27	0.000	2054.18_r5
BG1323.05_r2	5	118477751	118478550	+	2.78	0.000	1323.05_r2,1113.74_r12
BG2364.79_r1	16	36985251	36986100	+	4.58	0.000	3324.2_r4,1274.2_r1,2364.79_r1,656.593_r8,686.024_r4
BG2364.79_r2	2	164521601	164522800	+	4.58	0.000	1636.86_r2,4815.82_r1,2364.79_r2,991.857_r10,1690.56_r2
BG1875.19_r14	5	105555751	105557100	+	5.11	0.000	808.528_r8
BG1875.19_r15	6	70843751	70844900	+	4.77	0.000	1875.19_r15,952.575_r4,730.576_r12,2319.41_r2
BG1875.19_r16	7	5014801	5016250	+	4.43	0.000	677.857_r12,1482.88_r3
BG1875.19_r18	X	8131601	8132600	+	5.28	0.000	702.833_r15
BG859.787	7	43436201	43437300	+	1.75	0.000	7176.87,1311.96,859.787,2582.76,2358.19,2213.24_r1,1281.56_r5
BG2111.38	5	134269101	134270550	+	5.11	0.000	2111.38,5838.66,1202.21_r6,1682.39_r2
BG1592.56_r1	9	69297001	69298250	+	4.90	0.000	5165.29,2090.17_r2
BG665.841_r14	4	57306151	57306600	+	2.59	0.000	665.841_r14
BG4074.27_r1	17	73951801	73952900	+	11.3	0.000	953.29_r3,1911.06,1551.62,4074.27_r1,1235.79_r4
BG4074.27_r2	8	3354201	3356200	+	8.69	0.000	1086.2_r19,2032.82,675.089_r18
BG2210.22	14	20928951	20929800	+	7.40	0.000	3417.96,1045.37_r5,2210.22,1327.33_r2
BG1403.62_r1	10	80622051	80622450	+	4.88	0.000	2662.42,7296.19,2062.28,1403.62_r1
BG1403.62_r2	4	57306251	57307300	+	3.36	0.000	665.841_r14
BG1403.62_r3	5	112295701	112296750	+	3.36	0.000	1403.62_r3,813.806_r11,808.527_r9
BG1403.62_r4	5	137600451	137601100	+	3.66	0.000	1127.04_r7,4278.84_r1,1403.62_r4,934.027_r4
BG1403.62_r5	8	117074301	117075200	+	3.97	0.000	3793_r2,1208.71_r9,1403.62_r5,1128.23_r14
BG1657.89_r2	5	139298801	139299800	+	4.25	0.000	1657.89_r2
BG1657.89_r3	6	113076201	113077750	+	3.27	0.000	1657.89_r3,923.115_r2
BG1657.89_r4	7	44929501	44930250	+	5.72	0.000	3204.87_r1
BG1100.49_r11	9	122232901	122233750	+	2.96	0.000	2139.74_r2,1100.49_r11
BG2242.74_r1	13	113579801	113580550	+	6.71	0.000	4696.49,2356.89,2242.74_r1,1183.72,1167.87_r2
BG2804.26	10	62543101	62544500	+	5.28	0.000	2074.4,2804.26,823.054_r2
BG1647.72_r1	10	42838451	42839000	+	5.49	0.000	1679.15_r2,878.54_r3,1647.72_r1,1576.22
BG1647.72_r2	14	70283351	70284050	+	3.36	0.000	1151.54_r3,1647.72_r2
BG1647.72_r3	2	180437101	180438050	+	5.19	0.000	669.69_r14,1647.72_r3
BG1647.72_r4	5	37066751	37067450	+	3.97	0.000	3852.66_r1,972.167_r2,2000.9,2680.96,1647.72_r4
BG1647.72_r5	8	36181751	36182750	+	3.36	0.000	1647.72_r5,793.102_r1,5097.11,1787.31,1421.05_r6,850.797_r11
BG4227.7	1	184005101	184006550	+	8.69	0.000	1306.71,4227.7,665.842
BG647.345	10	19104501	19105350	+	2.03	0.000	2229.58,1178.44,3971.99,1280.91,647.345
BG4168.03_r2	8	4677101	4679350	+	7.67	0.000	1576.22_r3,1322.43_r8
BG1405.66_r1	12	73592801	73594050	+	3.14	0.000	1405.66_r1,1312.08_r1,2847.91,3666.96,5378.39
BG2327.43	17	12363351	12364650	+	4.12	0.000	2327.43,4312.93,1265.88_r6,1054.25_r11
BG2327.58	12	84407351	84408450	+	5.39	0.000	2327.58,610.355_r6,3119.63
BG2659.36	13	111724601	111725900	+	5.97	0.000	1821.23,998.762_r1,1394.49_r2
BG908.385	16	91533101	91534000	+	2.36	0.000	1388.36_r1,2292.84_r4,908.385,686.023_r3
BG1692.35	11	69098251	69099450	+	2.59	0.000	1692.35,3750.38_r1
BG1004.53_r2	11	118337251	118338000	+	2.45	0.000	1091.24_r5,1345.39_r1,4696.5,1004.53_r2
BG1004.53_r3	11	119928301	119928800	+	3.76	0.000	1008.01_r3,1004.53_r3
BG1004.53_r8	5	3300801	3301350	+	3.59	0.000	1004.53_r8,1325.75_r4,2872.45_r4,693.586_r3
BG2463.45_r1	9	57339301	57340900	+	4.53	0.000	2463.45_r1,14319.6,1800.29_r2,1826.59_r3,1061.58_r2,2459.91,3944.64_r1,1024.42_r1
BG2062.71_r10	9	41968401	41969250	+	5.80	0.000	1078.04_r13
BG3562.86_r1	17	56461901	56462950	+	6.14	0.000	3562.86_r1,767.693_r10,1118.98_r5
BG2595.59	10	86705551	86708300	+	2.27	0.000	1434.13,1886.56,962.396_r1
BG645.188_r1	14	31367801	31368350	+	2.61	0.000	3486.14,1609.12,645.188_r1
BG619.601_r3	8	47714101	47714550	+	2.03	0.000	2642.31_r3,619.601_r3
BG767.566	2	11653151	11654450	+	1.66	0.000	1060.6_r2
BG3588.43_r1	3	75556151	75557550	+	5.46	0.000	2760.43_r1
BG3588.43_r2	8	72349751	72352400	+	4.09	0.000	800.361_r15
BG3588.43_r3	9	120053651	120055600	+	6.99	0.000	1237.37_r5
BG906.284_r15	9	15017951	15019200	+	1.48	0.000	1159.51_r4,1608.89_r3,906.284_r15,4031.66_r2,942.753
BG1846.06_r1	2	144555701	144556550	+	3.97	0.000	1846.06_r1,988.2_r9
BG1846.06_r2	7	24883701	24885050	+	2.14	0.000	2088.28_r6,739.824_r15
BG1063.5_r1	11	103697201	103698200	+	1.85	0.000	1207.91_r2,3366.82,1151.54_r1,1063.5_r1
BG1063.5_r2	11	104582151	104583350	+	1.29	0.000	2650.83_r2
BG1063.5_r6	4	32164151	32165400	+	1.66	0.000	931.032_r4,3784.47_r1,1063.5_r6,638.324_r6,1160.94_r3
BG1063.5_r8	7	19149051	19149850	+	2.96	0.000	1158.8_r6,1785.03_r1,3963.47,1755.89_r1,1063.5_r8
BG1063.5_r9	7	28810301	28811100	+	2.59	0.000	795.449_r4,2633.79_r4,1063.5_r9
BG890.198_r1	2	128499451	128500150	+	2.29	0.000	890.198_r1,2209.58
BG3230.44	11	109425451	109426700	+	9.38	0.000	1559.89,1581.37_r1,2052.46,3230.44
BG653.356_r13	4	41464801	41465200	+	2.94	0.000	2369.56_r5,815.09_r3,653.356_r13
BG653.356_r16	5	73193751	73194650	+	1.47	0.000	1178.44_r3,653.356_r16
BG3562.86	16	92620701	92621500	+	10.2	0.000	3562.86,1600.72_r5,1080.24_r3
BG887.222	10	68035901	68036900	+	2.45	0.000	887.222,883.832,952.523_r2,1535.39
BG4133.94	1	92180251	92181000	+	10.9	0.000	1080.24,4133.94,1322.44,2017.24,1800.29_r1
BG3034.4_r1	4	32587851	32588600	+	8.18	0.000	3034.4_r1
BG3034.4_r2	6	39379151	39380400	+	6.14	0.000	915.536_r3,1217.72_r5,3034.4_r2,800.36_r13
BG3034.4_r3	8	69625251	69625750	+	8.86	0.000	1861.32,2458.25_r1,3034.4_r3,897.036_r13
BG3034.4_r4	8	80742301	80743150	+	9.03	0.000	1086.2_r21
BG749.073	6	87447201	87448250	+	1.11	0.000	2505.93_r4,749.073,1241.38_r8
BG749.074	2	32288051	32288800	+	1.48	0.000	4457.83
BG887.788	1	36307551	36308450	+	2.59	0.000	887.788
BG1724.01_r1	14	14345501	14346350	+	4.27	0.000	1724.01_r1
BG1724.01_r2	14	25421651	25422800	+	5.19	0.000	1078.04_r4,702.832_r4,2096.8_r4
BG1724.01_r3	3	144570451	144571050	+	6.10	0.000	2821.31_r1,1535.39_r2,1724.01_r3
BG1724.01_r4	8	124318951	124320400	+	3.36	0.000	1470.05_r2,1724.01_r4,1072.74_r9,756.168_r10
BG1724.01_r5	9	106891251	106892600	+	4.27	0.000	1724.01_r5,2817.59,1063.5_r12,5045.96,2445.27_r1
BG3085.53	2	30981951	30982600	+	11.8	0.000	1463.24,1340.93_r3,3085.53
BG913.295_r3	14	121895401	121896200	+	2.55	0.000	939.199_r3
BG913.295_r4	6	48732751	48733500	+	2.36	0.000	7773.51,1559.89_r4,913.295_r4,638.098_r22
BG913.295_r5	7	44997251	44998200	+	2.55	0.000	1057.11_r1,5037.43,813.806_r16,913.295_r5
BG4381.12_r1	17	25919351	25920550	+	8.52	0.000	2940.8,4381.12_r1,2319.41,2081.92_r1,1159.51_r2
BG883.833_r6	4	132945751	132946900	+	2.36	0.000	3605.47,1311.95_r4,1804.9_r4,883.833_r6
BG883.833_r7	7	27166351	27167250	+	1.96	0.000	883.833_r7,710.524_r15
BG1739.26	6	38809601	38810300	+	5.49	0.000	1883.71_r17,1739.26
BG1739.27	1	161734151	161735100	+	4.88	0.000	1739.27,1137.48_r1,1274.04
BG1739.56	14	55882151	55882650	+	6.53	0.000	4057.23,915.531_r1,1739.56
BG808.528_r2	13	95988051	95988850	+	1.80	0.000	872.413,1303.94_r2,893.653_r3,808.528_r2
BG808.528_r8	5	105556201	105556700	+	3.27	0.000	808.528_r8
BG808.528_r9	5	105649351	105650200	+	2.61	0.000	2608.22_r3,808.528_r9,1198.08_r3
BG816.693	10	41473001	41473500	+	2.29	0.000	816.693
BG2003.04_r4	10	19591501	19592750	+	4.26	0.000	1495.16_r1
BG1442.66	1	128102651	128103350	+	4.44	0.000	2531.75_r1,2582.75,1189.25,1442.66,938.748,4858.44,1174.77
BG869.294	10	26799051	26799750	+	2.22	0.000	869.294,2710.5,824.861,2120.68
BG610.355_r14	3	115972101	115972700	+	2.03	0.000	610.355_r14,1102.54_r7
BG3068.49_r2	1	191026001	191027000	+	8.52	0.000	1571.26,896.659,898.364_r2,3068.49_r2,878.54_r2
BG3068.49_r3	7	128119701	128120350	+	9.03	0.000	1102.54_r11,3068.49_r3,1040.96_r5
BG1610.96_r13	4	117125751	117126350	+	4.94	0.000	1531.98_r1,1610.96_r13,1094.37_r10,693.585_r12
BG1610.96_r23	8	25948651	25949500	+	2.73	0.000	1225.04_r13,1026.51_r8,1610.96_r23
BG6102.89	14	75068101	75069950	+	8.01	0.000	6102.89,1683.1_r1,2543.47,2213.24
BG1473.05_r1	15	27627101	27628400	+	3.93	0.000	2727.55,1976.4
BG1473.05_r2	7	28780951	28782450	+	3.34	0.000	4347.03_r2,2809.43,924.778,1571.44_r1
BG819.54	1	161250401	161251900	+	2.78	0.000	1916.02,819.54,9554.93,2639.41,2710.42,2523.59,1868.05
BG1151.5_r1	9	44985151	44986950	+	2.08	0.000	3349.77_r2,779.885_r1,2081.92_r5,1437.38_r6,1063.5_r11
BG1972.65	12	113166901	113168700	+	3.40	0.000	2160.48_r2,5804.56,1372.05_r3,1556.18
BG1128.23	1	52019201	52020250	+	2.03	0.000	2863.93,1257.01,1290.38,1159.51
BG1128.99	19	53443001	53443950	+	1.83	0.000	998.762_r6,3230.44_r1,972.216_r6,1086.2_r12
BG2543.14	10	17987651	17988300	+	8.88	0.000	1069.87,3912.32,2543.14,3829.43,1512.34
BG2543.47	14	75068501	75070100	+	3.73	0.000	6102.89,1683.1_r1,2543.47,2213.24
BG2602.4	4	32249951	32250900	+	3.93	0.000	2989.1,2126.99,1009.92_r3,2602.4,1220.54_r3
BG5054.49	8	11555001	11556450	+	7.67	0.000	5054.49,1404.31_r6,1176.04_r11
BG1227.01	10	76542801	76543550	+	2.64	0.000	1211.46,1994.52,1708.75,1227.01,991.857_r1
BG1227.55	10	75325551	75326850	+	2.55	0.000	2557.08
BG1038.24_r1	15	79932351	79933950	+	1.32	0.000	2412.17,849.362_r2
BG1038.24_r3	9	69034101	69034800	+	3.21	0.000	4440.79,1289.68_r1,1706.89_r8,1038.24_r3,1220.54_r5,1128.23_r16
BG2642.31	13	81711001	81711700	+	6.14	0.000	1388.36,2642.31,1174.47_r2
BG1396.55	11	58959851	58960850	+	3.92	0.000	1155.98,2710.5_r1,1008.93,1396.55,1144.25_r1
BG5386.91	6	31126251	31127350	+	11.1	0.000	712.081_r9,1886.56_r1,5386.91,1139.16_r8,1236.44,1098.48_r8
BG1135.21_r9	8	84846801	84847600	+	3.43	0.000	973.842_r2,943.275_r8
BG2254.08_r1	5	109557701	109559400	+	2.94	0.000	5003.35_r1,2081.92_r3,2254.08_r1
BG1559.89	11	109425101	109426400	+	2.29	0.000	1559.89,1581.37_r1,2052.46,3230.44
BG1040.96_r2	11	55030751	55031800	+	1.96	0.000	4202.13,693.583
BG1040.96_r3	12	111159801	111160400	+	3.34	0.000	1040.96_r3
BG1040.96_r5	7	128119751	128120350	+	3.14	0.000	1102.54_r11,3068.49_r3,1040.96_r5
BG1040.96_r7	9	56104051	56104850	+	2.95	0.000	1040.96_r7
BG800.361_r10	19	5845301	5845900	+	2.29	0.000	800.361_r10
BG800.361_r12	4	152446351	152447250	+	1.80	0.000	1866.67_r9,1355.21_r4
BG800.361_r15	8	72351101	72352150	+	1.47	0.000	800.361_r15
BG2974.73	10	96370401	96371550	+	7.16	0.000	2974.73,906.284_r2,1012.7_r2
BG710.524_r12	5	109556851	109557600	+	1.47	0.000	710.524_r12,5003.35_r1,2081.92_r3
BG710.524_r13	5	112273851	112274650	+	1.47	0.000	1696.19_r11
BG710.524_r15	7	27166501	27167250	+	1.47	0.000	883.833_r7,710.524_r15
BG1632.47_r1	11	71018601	71020000	+	3.36	0.000	841.195_r3,3673.66,1008.01_r1,805.27
BG1632.47_r2	11	98941651	98942950	+	2.75	0.000	4108.37,1632.47_r2
BG1632.47_r3	13	41487001	41487650	+	4.88	0.000	1698.93_r1,1968.23,1229.96_r1,1355.21,1632.47_r3
BG1632.47_r4	16	43698751	43699700	+	2.75	0.000	793.102,2833.93,2405.99,972.166_r1,647.346_r8,1632.47_r4,5020.39
BG1495.16	1	144355751	144356100	+	5.49	0.000	915.535,653.355,1306.11,739.824_r1,1495.16,2829.83
BG2488.89_r1	14	31398201	31400550	+	2.56	0.000	2488.89_r1,1846.06,638.097_r1
BG2488.89_r4	5	23418201	23419200	+	6.31	0.000	767.567_r9
BG2488.89_r5	9	61700801	61703100	+	5.11	0.000	816.694_r13
BG989.513	6	37821751	37822200	+	3.51	0.000	1167.87_r7,2429.22_r2,989.513
BG2229.58	10	19104201	19105450	+	5.72	0.000	2229.58,1178.44,3971.99,1280.91,647.345
BG2863.92_r1	19	45998001	45998650	+	9.03	0.000	2863.92_r1,1682.39
BG2863.92_r3	9	66592801	66593850	+	6.31	0.000	1266.95_r9,2863.92_r3,1342.59_r5
BG1176.04_r10	5	33629251	33630000	+	3.43	0.000	2795.74_r2,972.216_r10,1176.04_r10
BG1176.04_r11	8	11555351	11556100	+	2.29	0.000	5054.49,1404.31_r6,1176.04_r11
BG1176.04_r13	9	66126101	66127250	+	1.80	0.000	1217.73_r6,1757.08_r2
BG1189.25_r1	16	92818251	92819350	+	1.51	0.000	1696.19_r9,1189.25_r1
BG1693.49	10	86778601	86779000	+	5.80	0.000	3466.59,3871.13,8668.49,3208.98,1693.49
BG3204.87_r1	7	44929251	44930300	+	11.6	0.000	3204.87_r1
BG3204.87_r2	9	32925851	32926900	+	8.69	0.000	3204.87_r2,943.275_r9
BG661.523_r1	1	88654751	88655550	+	1.80	0.000	2650.83,661.523_r1,1647.72
BG661.523_r2	1	133130801	133131600	+	1.63	0.000	1619.48
BG661.523_r5	14	27341201	27341900	+	1.47	0.000	3358.29_r1,1294.69_r3,661.523_r5
BG661.523_r7	16	64851551	64852300	+	1.96	0.000	1653.58_r4,1109.74_r3
BG3042.92_r1	4	126753101	126754050	+	9.38	0.000	3042.92_r1
BG657.965	13	23739501	23740250	+	1.57	0.000	1909.28_r1,657.965
BG2759.52	15	103239351	103240450	+	5.11	0.000	8319.02,5218.68,2759.52,962.728_r1,1190.02_r7
BG645.189_r4	17	44608851	44610050	+	1.47	0.000	1590.62_r1
BG645.189_r6	19	46620001	46621000	+	1.63	0.000	932.933,1100.49_r8,2812.78_r1
BG2695.09	17	56078651	56080000	+	6.53	0.000	2695.09,1227.55_r4,6247.79,2284.2_r1
BG3290.1_r1	3	103020251	103021650	+	6.14	0.000	1797.13_r2,1075.99_r3,3290.1_r1,1127.04_r4,1098.48_r5
BG3290.1_r2	5	123127901	123129600	+	5.11	0.000	865.696_r13,712.08_r13
BG3290.1_r3	8	70839251	70840000	+	8.52	0.000	3290.1_r3,1470.05_r1,2385.93_r1,1885.51_r1
BG619.602_r1	10	96374451	96374850	+	2.22	0.000	2096.8_r3,982.037,2013.88,619.602_r1
BG619.602_r3	11	78864651	78865100	+	2.40	0.000	619.602_r3
BG619.602_r8	2	165654501	165655200	+	1.29	0.000	619.602_r8,5446.57
BG1447.6	18	36558601	36560650	+	1.93	0.000	981.605_r2,1188.26_r4,860.045_r8,1205.28_r3,2804.26_r3,2074.4_r2
BG1050.78_r3	18	12640451	12641350	+	1.96	0.000	3665.14_r1,1608.89_r1,1050.78_r3,832.301_r7
BG1050.78_r5	5	113538451	113539750	+	1.96	0.000	1167.87_r6
BG1050.78_r6	8	72330901	72331350	+	3.93	0.000	2237.74_r2,1050.78_r6
BG1050.78_r7	9	31279901	31281050	+	1.96	0.000	1035.75_r13,3094.06_r4,1050.78_r7,1608.89_r4
BG7023.44	9	117926401	117927700	+	20.6	0.000	2091.74,7023.44,1165.22_r4,1907.09_r2,1992.74_r1
BG3528.76	1	136139751	136140800	+	7.84	0.000	1519.6,3528.76,2288.51,1561.44,2392.92,813.807_r1
BG1730.29_r3	13	8885101	8886100	+	3.75	0.000	1730.29_r3,1217.72_r1,1576.22_r1,656.592_r2
BG1730.29_r6	18	56924951	56926000	+	4.43	0.000	1730.29_r6,1274.04_r3,1001.68_r5
BG3895.28	11	32553051	32555350	+	6.14	0.000	1235.79_r1
BG897.035	11	61647101	61648150	+	2.22	0.000	897.035,1037.46_r1,932.935
BG897.036	1	51584701	51585400	+	2.40	0.000	6793.31,2445.27,2882.93,897.036,1113.74_r5
BG1202.21_r2	12	44268501	44269400	+	3.70	0.000	905.46,1340.27,1202.21_r2,1473.06,1666.06,1235.79_r2,5190.86
BG1202.21_r5	15	76511651	76512600	+	2.77	0.000	4031.66_r1
BG1202.21_r6	5	134269101	134270700	+	2.40	0.000	2111.38,5838.66,1202.21_r6,1682.39_r2
BG1976.4	15	27627601	27628700	+	6.04	0.000	2727.55,1976.4
BG2319.41_r1	19	53943501	53945750	+	2.78	0.000	4347.03,1008.01_r10,854.372_r1
BG2319.41_r2	6	70843901	70844800	+	7.68	0.000	1875.19_r15,952.575_r4,730.576_r12,2319.41_r2
BG1821.23	13	111724651	111726150	+	4.57	0.000	1821.23,998.762_r1,1394.49_r2
BG1821.63	2	140042101	140043050	+	5.10	0.000	3005.57,5736.37_r1,1821.63,2494.37,860.045_r10,1361.49_r1,2760.43
BG1821.82	11	109611351	109612250	+	4.25	0.000	2207.61_r1
BG1507.39_r2	14	21500401	21501300	+	3.33	0.000	3435,1507.39_r2
BG1507.39_r3	5	135962201	135963300	+	2.77	0.000	1507.39_r3,4517.5_r1,1951.9_r12,1168.62_r7
BG1507.39_r4	5	137628651	137629450	+	4.62	0.000	4328.48,3466.59_r1,7645.66,1205.28_r8,1507.39_r4
BG1507.39_r5	7	44304401	44305600	+	3.88	0.000	1507.39_r5,5097.1,1659.64_r3,1412.88_r1
BG947.365_r2	19	6909501	6910750	+	1.63	0.000	1807_r9
BG947.365_r3	2	11655151	11655800	+	2.61	0.000	2642.31_r1,638.324_r4,947.365_r3
BG947.365_r6	3	106721651	106722250	+	3.10	0.000	1098.48_r6,1821.82_r1,3554.34_r1,947.365_r6
BG947.365_r7	4	135168801	135169700	+	1.96	0.000	947.365_r7,1251.05_r1,2727.55_r2,1174.47_r4
BG4023.13_r1	4	63409401	63410850	+	5.63	0.000	1599.87_r1,865.696_r12
BG1640_r2	7	25754451	25755650	+	3.93	0.000	3258.61,1640_r2,1655.36,2563.13_r1,8387.21
BG1824.05_r3	10	80763201	80764250	+	5.28	0.000	865.696,1824.05_r3
BG1824.05_r7	3	28805351	28806250	+	5.28	0.000	824.911_r5,1266.31_r2
BG759.525	11	6444151	6444750	+	1.47	0.000	775.808,759.525,869.294_r2
BG1507.39	10	21204001	21205700	+	1.85	0.000	3989.04,1507.39,1590.9,1184.21_r1
BG964.943	16	46021851	46023300	+	1.72	0.000	7014.91,964.943,915.536_r1,1233.21_r1,1766.33_r1
BG645.189_r15	7	24369301	24370050	+	1.96	0.000	2593.64,841.551_r2,3230.44_r4
BG645.189_r16	7	101466251	101467400	+	1.47	0.000	3392.39_r3,1054.25_r21
BG9819.18	9	33060301	33061200	+	34.6	0.000	2247.21,1826.59_r2,9819.18,3715.96,1075.99_r6,865.805,3554.81
BG961.771_r2	13	112000601	112001500	+	2.40	0.000	1314.88_r1,4006.08,961.771_r2,1067.97_r4
BG961.771_r3	16	92818501	92819450	+	1.66	0.000	1696.19_r9,1189.25_r1
BG961.771_r6	5	21411101	21411850	+	2.03	0.000	2744.59_r1,1731.39_r1,961.771_r6
BG961.771_r7	6	108672101	108672650	+	3.33	0.000	961.771_r7
BG1443.59	1	85751501	85752750	+	1.96	0.000	730.576,1443.59,1625.22,2326.94
BG1775.58	11	101551901	101553100	+	3.14	0.000	1775.58,4040.18,1086.2_r3
BG1617.06_r2	5	139482601	139483700	+	5.23	0.000	897.036_r9,2582.65_r3
BG1210.72	1	64531351	64532850	+	1.75	0.000	1210.72,1451.9,3432.76,7739.42,2386.35,2531.75
BG4449.31	10	68039251	68040200	+	11.4	0.000	4449.31,1188.26,1568.05_r1
BG5864.23	10	93171101	93171800	+	20.5	0.000	2160.48,1322.43,2074.91,938.748_r1,5864.23,1845.73_r1
BG2608.22	10	119239901	119240950	+	4.94	0.000	2608.22,878.541
BG767.693_r3	11	75678701	75679250	+	2.61	0.000	767.693_r3,3196.34
BG1641.56	11	32553601	32555150	+	2.12	0.000	1235.79_r1
BG2410.56	17	57060051	57061350	+	4.88	0.000	1198.08,2410.56,914.698_r12
BG805.27_r5	7	127090401	127091650	+	1.57	0.000	805.27_r5,1625.22_r5
BG832.302_r13	6	113306401	113307400	+	2.03	0.000	3758.9,2170.3_r1,832.302_r13,1342.59_r3
BG5224.96_r1	9	116368851	116369700	+	17.7	0.000	1592.55_r3,5224.96_r1,860.045_r13,1754.52_r3
BG1263.36	17	87343851	87344850	+	2.81	0.000	1263.36,1241.38_r7,869.293_r4,4219.18,2441.07_r1
BG2505.93_r2	17	57031601	57032300	+	6.99	0.000	962.396_r5,2163.98_r1,1437.38_r2,2505.93_r2
BG2505.93_r3	5	21255251	21256350	+	6.82	0.000	842.242_r1,1495.16_r3,2505.93_r3,1266.83_r5,693.584_r3
BG2505.93_r4	6	87447151	87448300	+	3.92	0.000	2505.93_r4,749.073,1241.38_r8
BG2505.93_r5	9	56508501	56510100	+	5.80	0.000	2505.93_r5,1160.94_r7,1192.37_r7,1266.31_r3
BG872.413	13	95987351	95988850	+	0.793	0.000	872.413,1303.94_r2,893.653_r3,808.528_r2
BG872.414	11	73199051	73199700	+	2.38	0.000	2205.07,2633.79,872.414,3341.22
BG3511.72	2	25574551	25575450	+	7.50	0.000	693.585_r10
BG2265.71	12	73603451	73605750	+	3.33	0.000	2463.45,2265.71,6725.11,1935.57_r1
BG775.808_r2	4	137367401	137368400	+	1.37	0.000	1017.82_r1,4006.09,924.975_r1,775.808_r2
BG775.808_r3	7	81179251	81180100	+	1.96	0.000	5804.56_r1,1340.27_r3,2025.4_r2,1495.16_r6,775.808_r3
BG1451.9	1	64531401	64532900	+	2.03	0.000	1210.72,1451.9,3432.76,7739.42,2386.35,2531.75
BG2066.24_r1	14	61172501	61173900	+	3.43	0.000	1600.72_r1,1994.52_r2
BG1983.37_r1	7	127208751	127209700	+	3.97	0.000	3168.77,7517.8,1174.47_r6,1983.37_r1
BG2032.82	8	3355151	3356050	+	5.89	0.000	1086.2_r19,2032.82,675.089_r18
BG2364.79	14	25516851	25518050	+	5.19	0.000	1075.99_r1,2548.55_r2,1151.54_r2,1512.34_r3,2364.79,739.824_r8
BG4909.58	14	60711901	60713000	+	8.86	0.000	1803.32,2539.92_r1,4909.58,2517.36
BG4909.59	11	87108601	87109550	+	12.3	0.000	2284.2,1689.1_r1,4909.59,1176.04_r4
BG2744.59_r1	5	21410801	21412100	+	4.60	0.000	2744.59_r1,1731.39_r1,961.771_r6
BG2463.45	12	73602651	73606300	+	1.70	0.000	2463.45,2265.71,6725.11,1935.57_r1
BG3366.82	11	103697101	103698000	+	7.67	0.000	1207.91_r2,3366.82,1151.54_r1,1063.5_r1
BG1804.9	1	92934051	92935100	+	5.72	0.000	2505.93,1804.9
BG1266.95_r1	11	97683951	97684850	+	2.59	0.000	5710.8,2539.92,1754.52,1266.95_r1
BG1266.95_r4	17	29065351	29066500	+	2.03	0.000	4534.55,2245.91,1266.95_r4
BG1266.95_r5	4	150924101	150925100	+	2.22	0.000	1690.56_r3,6980.81,1266.95_r5,1227.55_r7
BG1266.95_r8	8	72160501	72161350	+	4.25	0.000	3989.04_r2,1266.95_r8,1200.54_r7
BG1266.95_r9	9	66592701	66593800	+	3.70	0.000	1266.95_r9,2863.92_r3,1342.59_r5
BG1321.39_r1	7	72313651	72315050	+	2.64	0.000	942.755_r1,1327.33_r4,922.865_r15
BG1321.39_r2	7	82866251	82867150	+	2.64	0.000	1655.36_r1,2776.72_r2,1139.16_r9,1321.39_r2
BG2838.35_r1	3	131013451	131014650	+	7.50	0.000	1137.48_r8
BG2838.35_r2	6	108671301	108672950	+	6.99	0.000	961.771_r7
BG854.371	11	115198651	115200050	+	1.18	0.000	1357.85_r1,4892.54,1633.39,854.371,1155.97_r1
BG2085.91	4	145239001	145241650	+	3.02	0.000	2923.59_r5,1026.51_r6,1363.88_r9,1080.24_r4
BG921.201	1	152008001	152009600	+	1.05	0.000	921.201,3341.24
BG804.558_r15	7	128158751	128159450	+	2.03	0.000	3230.44_r5,804.558_r15
BG3844.14_r1	19	18617951	18620650	+	4.09	0.000	3844.14_r1,1029.03_r8
BG3844.14_r2	4	130899001	130900900	+	8.35	0.000	3844.14_r2,1174.77_r5
BG3844.14_r3	5	135537151	135538750	+	5.97	0.000	3844.14_r3,989.514_r12,1178.44_r4,637.021_r8
